motif,motif_pretty,length,support_total,support_correct,support_incorrect,p_correct,p_incorrect,enrichment_correct,enrichment_incorrect,dominant_label
compute|analyze|case-split|compute,compute -> analyze -> case-split -> compute,4,8,7,1,0.875000,0.125000,4.000000,0.250000,correct
instantiate|rewrite|compute|instantiate,instantiate -> rewrite -> compute -> instantiate,4,8,7,1,0.875000,0.125000,4.000000,0.250000,correct
analyze|check-constraint|compute|analyze,analyze -> check-constraint -> compute -> analyze,4,8,7,1,0.875000,0.125000,4.000000,0.250000,correct
instantiate|compute|case-split,instantiate -> compute -> case-split,3,8,7,1,0.875000,0.125000,4.000000,0.250000,correct
conclude|check-constraint|compute,conclude -> check-constraint -> compute,3,8,7,1,0.875000,0.125000,4.000000,0.250000,correct
compute|backtrack|analyze,compute -> backtrack -> analyze,3,8,7,1,0.875000,0.125000,4.000000,0.250000,correct
compute|count|analyze|compute,compute -> count -> analyze -> compute,4,8,6,2,0.750000,0.250000,2.333333,0.428571,correct
rewrite|instantiate|rewrite,rewrite -> instantiate -> rewrite,3,8,6,2,0.750000,0.250000,2.333333,0.428571,correct
analyze|compare|analyze,analyze -> compare -> analyze,3,8,6,2,0.750000,0.250000,2.333333,0.428571,correct
instantiate|compute|rewrite|analyze,instantiate -> compute -> rewrite -> analyze,4,8,5,3,0.625000,0.375000,1.500000,0.666667,correct
compare|apply-formula|analyze,compare -> apply-formula -> analyze,3,8,5,3,0.625000,0.375000,1.500000,0.666667,correct
instantiate|compute|count,instantiate -> compute -> count,3,8,5,3,0.625000,0.375000,1.500000,0.666667,correct
instantiate|check-constraint|rewrite,instantiate -> check-constraint -> rewrite,3,8,5,3,0.625000,0.375000,1.500000,0.666667,correct
conclude|compute|check-constraint,conclude -> compute -> check-constraint,3,8,5,3,0.625000,0.375000,1.500000,0.666667,correct
instantiate|compute|analyze|compare,instantiate -> compute -> analyze -> compare,4,8,4,4,0.500000,0.500000,1.000000,1.000000,tie
analyze|compute|conclude|compute,analyze -> compute -> conclude -> compute,4,8,4,4,0.500000,0.500000,1.000000,1.000000,tie
analyze|instantiate|compute|instantiate,analyze -> instantiate -> compute -> instantiate,4,8,4,4,0.500000,0.500000,1.000000,1.000000,tie
compare|compute|instantiate,compare -> compute -> instantiate,3,8,4,4,0.500000,0.500000,1.000000,1.000000,tie
apply-formula|substitute|compute,apply-formula -> substitute -> compute,3,8,4,4,0.500000,0.500000,1.000000,1.000000,tie
analyze|compute|backtrack,analyze -> compute -> backtrack,3,8,4,4,0.500000,0.500000,1.000000,1.000000,tie
analyze|check-constraint|compute|check-constraint,analyze -> check-constraint -> compute -> check-constraint,4,8,3,5,0.375000,0.625000,0.666667,1.500000,incorrect
substitute|conclude,substitute -> conclude,2,8,3,5,0.375000,0.625000,0.666667,1.500000,incorrect
check-constraint|instantiate|analyze|compute,check-constraint -> instantiate -> analyze -> compute,4,7,7,0,1.000000,0.000000,8.000000,0.125000,correct
compute|instantiate|check-constraint|compute,compute -> instantiate -> check-constraint -> compute,4,7,7,0,1.000000,0.000000,8.000000,0.125000,correct
count|case-split|count|rewrite,count -> case-split -> count -> rewrite,4,7,7,0,1.000000,0.000000,8.000000,0.125000,correct
case-split|compute|analyze,case-split -> compute -> analyze,3,7,7,0,1.000000,0.000000,8.000000,0.125000,correct
case-split|count|rewrite,case-split -> count -> rewrite,3,7,7,0,1.000000,0.000000,8.000000,0.125000,correct
apply-formula|case-split,apply-formula -> case-split,2,7,7,0,1.000000,0.000000,8.000000,0.125000,correct
compute|rewrite|instantiate|rewrite,compute -> rewrite -> instantiate -> rewrite,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
rewrite|compute|instantiate|compute,rewrite -> compute -> instantiate -> compute,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
check-constraint|analyze|compute|check-constraint,check-constraint -> analyze -> compute -> check-constraint,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
compute|instantiate|rewrite|compute,compute -> instantiate -> rewrite -> compute,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
count|instantiate|analyze|compute,count -> instantiate -> analyze -> compute,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
compute|instantiate|compute|rewrite,compute -> instantiate -> compute -> rewrite,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
compute|analyze|check-constraint|conclude,compute -> analyze -> check-constraint -> conclude,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
instantiate|compute|apply-formula|analyze,instantiate -> compute -> apply-formula -> analyze,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
compute|apply-formula|analyze|instantiate,compute -> apply-formula -> analyze -> instantiate,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
instantiate|rewrite|analyze|compute,instantiate -> rewrite -> analyze -> compute,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
substitute|compute|analyze|check-constraint,substitute -> compute -> analyze -> check-constraint,4,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
instantiate|analyze|compare,instantiate -> analyze -> compare,3,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
analyze|backtrack|analyze,analyze -> backtrack -> analyze,3,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
instantiate|substitute|compute,instantiate -> substitute -> compute,3,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
count|case-split|compute,count -> case-split -> compute,3,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
apply-formula|rewrite,apply-formula -> rewrite,2,7,6,1,0.857143,0.142857,3.500000,0.285714,correct
compute|rewrite|instantiate|analyze,compute -> rewrite -> instantiate -> analyze,4,7,5,2,0.714286,0.285714,2.000000,0.500000,correct
apply-formula|instantiate|compute|apply-formula,apply-formula -> instantiate -> compute -> apply-formula,4,7,5,2,0.714286,0.285714,2.000000,0.500000,correct
apply-formula|analyze|instantiate|compute,apply-formula -> analyze -> instantiate -> compute,4,7,5,2,0.714286,0.285714,2.000000,0.500000,correct
compute|analyze|instantiate|substitute,compute -> analyze -> instantiate -> substitute,4,7,5,2,0.714286,0.285714,2.000000,0.500000,correct
analyze|instantiate|compute|substitute,analyze -> instantiate -> compute -> substitute,4,7,5,2,0.714286,0.285714,2.000000,0.500000,correct
instantiate|analyze|compute|conclude,instantiate -> analyze -> compute -> conclude,4,7,5,2,0.714286,0.285714,2.000000,0.500000,correct
analyze|instantiate|substitute,analyze -> instantiate -> substitute,3,7,5,2,0.714286,0.285714,2.000000,0.500000,correct
count|compute|case-split,count -> compute -> case-split,3,7,5,2,0.714286,0.285714,2.000000,0.500000,correct
analyze|rewrite|compute,analyze -> rewrite -> compute,3,7,5,2,0.714286,0.285714,2.000000,0.500000,correct
instantiate|analyze|apply-formula|compute,instantiate -> analyze -> apply-formula -> compute,4,7,4,3,0.571429,0.428571,1.250000,0.800000,correct
analyze|compute|instantiate|analyze,analyze -> compute -> instantiate -> analyze,4,7,4,3,0.571429,0.428571,1.250000,0.800000,correct
compute|compare|apply-formula|analyze,compute -> compare -> apply-formula -> analyze,4,7,4,3,0.571429,0.428571,1.250000,0.800000,correct
compute|analyze|apply-formula|compute,compute -> analyze -> apply-formula -> compute,4,7,4,3,0.571429,0.428571,1.250000,0.800000,correct
check-constraint|analyze|instantiate,check-constraint -> analyze -> instantiate,3,7,4,3,0.571429,0.428571,1.250000,0.800000,correct
compute|case-split|compute,compute -> case-split -> compute,3,7,4,3,0.571429,0.428571,1.250000,0.800000,correct
compute|compare|check-constraint,compute -> compare -> check-constraint,3,7,4,3,0.571429,0.428571,1.250000,0.800000,correct
substitute|compute|rewrite,substitute -> compute -> rewrite,3,7,4,3,0.571429,0.428571,1.250000,0.800000,correct
compute|instantiate|check-constraint|analyze,compute -> instantiate -> check-constraint -> analyze,4,7,3,4,0.428571,0.571429,0.800000,1.250000,incorrect
conclude|compute|instantiate|compute,conclude -> compute -> instantiate -> compute,4,7,3,4,0.428571,0.571429,0.800000,1.250000,incorrect
compute|analyze|conclude|compute,compute -> analyze -> conclude -> compute,4,7,3,4,0.428571,0.571429,0.800000,1.250000,incorrect
instantiate|conclude|compute,instantiate -> conclude -> compute,3,7,3,4,0.428571,0.571429,0.800000,1.250000,incorrect
rewrite|apply-formula|instantiate,rewrite -> apply-formula -> instantiate,3,7,2,5,0.285714,0.714286,0.500000,2.000000,incorrect
rewrite|conclude|compute|analyze,rewrite -> conclude -> compute -> analyze,4,7,0,7,0.000000,1.000000,0.125000,8.000000,incorrect
substitute|compute|analyze|instantiate,substitute -> compute -> analyze -> instantiate,4,6,6,0,1.000000,0.000000,7.000000,0.142857,correct
compute|analyze|conclude|analyze,compute -> analyze -> conclude -> analyze,4,6,6,0,1.000000,0.000000,7.000000,0.142857,correct
count|compute|analyze|count,count -> compute -> analyze -> count,4,6,6,0,1.000000,0.000000,7.000000,0.142857,correct
compute|check-constraint|instantiate|compute,compute -> check-constraint -> instantiate -> compute,4,6,6,0,1.000000,0.000000,7.000000,0.142857,correct
instantiate|check-constraint|compute|analyze,instantiate -> check-constraint -> compute -> analyze,4,6,6,0,1.000000,0.000000,7.000000,0.142857,correct
apply-formula|analyze|check-constraint,apply-formula -> analyze -> check-constraint,3,6,6,0,1.000000,0.000000,7.000000,0.142857,correct
case-split|count|case-split,case-split -> count -> case-split,3,6,6,0,1.000000,0.000000,7.000000,0.142857,correct
compute|compare|conclude,compute -> compare -> conclude,3,6,6,0,1.000000,0.000000,7.000000,0.142857,correct
case-split|check-constraint,case-split -> check-constraint,2,6,6,0,1.000000,0.000000,7.000000,0.142857,correct
backtrack|apply-formula,backtrack -> apply-formula,2,6,6,0,1.000000,0.000000,7.000000,0.142857,correct
compute|instantiate|compute|check-constraint,compute -> instantiate -> compute -> check-constraint,4,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
compute|analyze|count|analyze,compute -> analyze -> count -> analyze,4,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
check-constraint|compute|case-split|analyze,check-constraint -> compute -> case-split -> analyze,4,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
compute|count|compute|analyze,compute -> count -> compute -> analyze,4,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
analyze|instantiate|compute|compare,analyze -> instantiate -> compute -> compare,4,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
instantiate|analyze|compute|rewrite,instantiate -> analyze -> compute -> rewrite,4,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
conclude|analyze|compute|analyze,conclude -> analyze -> compute -> analyze,4,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
instantiate|compute|substitute|rewrite,instantiate -> compute -> substitute -> rewrite,4,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
backtrack|analyze|compute|analyze,backtrack -> analyze -> compute -> analyze,4,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
count|analyze|instantiate|count,count -> analyze -> instantiate -> count,4,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
instantiate|analyze|case-split,instantiate -> analyze -> case-split,3,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
analyze|compute|apply-formula,analyze -> compute -> apply-formula,3,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
case-split|instantiate|check-constraint,case-split -> instantiate -> check-constraint,3,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
instantiate|count|analyze,instantiate -> count -> analyze,3,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
instantiate|analyze|backtrack,instantiate -> analyze -> backtrack,3,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
check-constraint|case-split|analyze,check-constraint -> case-split -> analyze,3,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
check-constraint|compute|conclude,check-constraint -> compute -> conclude,3,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
instantiate|count|case-split,instantiate -> count -> case-split,3,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
instantiate|case-split,instantiate -> case-split,2,6,5,1,0.833333,0.166667,3.000000,0.333333,correct
compute|count|analyze|conclude,compute -> count -> analyze -> conclude,4,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
analyze|instantiate|check-constraint|compute,analyze -> instantiate -> check-constraint -> compute,4,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
instantiate|analyze|compute|count,instantiate -> analyze -> compute -> count,4,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
compute|analyze|case-split|analyze,compute -> analyze -> case-split -> analyze,4,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
compute|analyze|compare|analyze,compute -> analyze -> compare -> analyze,4,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
count|analyze|conclude,count -> analyze -> conclude,3,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
analyze|case-split|analyze,analyze -> case-split -> analyze,3,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
analyze|conclude|check-constraint,analyze -> conclude -> check-constraint,3,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
compute|apply-formula|backtrack,compute -> apply-formula -> backtrack,3,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
compute|case-split|instantiate,compute -> case-split -> instantiate,3,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
compare|instantiate|analyze,compare -> instantiate -> analyze,3,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
check-constraint|backtrack,check-constraint -> backtrack,2,6,4,2,0.666667,0.333333,1.666667,0.600000,correct
analyze|instantiate|analyze|apply-formula,analyze -> instantiate -> analyze -> apply-formula,4,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
compute|count|rewrite|compute,compute -> count -> rewrite -> compute,4,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
substitute|compute|instantiate|analyze,substitute -> compute -> instantiate -> analyze,4,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
analyze|count|compute|analyze,analyze -> count -> compute -> analyze,4,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
instantiate|compute|analyze|conclude,instantiate -> compute -> analyze -> conclude,4,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
conclude|compute|analyze|instantiate,conclude -> compute -> analyze -> instantiate,4,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
compute|conclude|instantiate,compute -> conclude -> instantiate,3,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
backtrack|instantiate|compute,backtrack -> instantiate -> compute,3,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
compute|count|rewrite,compute -> count -> rewrite,3,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
substitute|rewrite|instantiate,substitute -> rewrite -> instantiate,3,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
apply-formula|compute|apply-formula,apply-formula -> compute -> apply-formula,3,6,3,3,0.500000,0.500000,1.000000,1.000000,tie
compute|instantiate|apply-formula|compute,compute -> instantiate -> apply-formula -> compute,4,6,2,4,0.333333,0.666667,0.600000,1.666667,incorrect
rewrite|apply-formula|instantiate|rewrite,rewrite -> apply-formula -> instantiate -> rewrite,4,6,2,4,0.333333,0.666667,0.600000,1.666667,incorrect
substitute|conclude|compute,substitute -> conclude -> compute,3,6,2,4,0.333333,0.666667,0.600000,1.666667,incorrect
check-constraint|compute|check-constraint|analyze,check-constraint -> compute -> check-constraint -> analyze,4,6,1,5,0.166667,0.833333,0.333333,3.000000,incorrect
compute|analyze|compare|compute,compute -> analyze -> compare -> compute,4,6,1,5,0.166667,0.833333,0.333333,3.000000,incorrect
instantiate|analyze|apply-formula|substitute,instantiate -> analyze -> apply-formula -> substitute,4,6,1,5,0.166667,0.833333,0.333333,3.000000,incorrect
conclude|compute|substitute,conclude -> compute -> substitute,3,6,1,5,0.166667,0.833333,0.333333,3.000000,incorrect
analyze|apply-formula|substitute,analyze -> apply-formula -> substitute,3,6,1,5,0.166667,0.833333,0.333333,3.000000,incorrect
compute|backtrack|instantiate,compute -> backtrack -> instantiate,3,6,1,5,0.166667,0.833333,0.333333,3.000000,incorrect
check-constraint|apply-formula,check-constraint -> apply-formula,2,6,1,5,0.166667,0.833333,0.333333,3.000000,incorrect
conclude|compute|analyze|compare,conclude -> compute -> analyze -> compare,4,6,0,6,0.000000,1.000000,0.142857,7.000000,incorrect
